Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-22,678.0,695.0,666.7000122070312,691.7999877929688,9740403,0.0,0
2021-07-23,700.0,700.0,677.2000122070312,680.0499877929688,8682097,0.0,0
2021-07-26,680.0,690.9500122070312,674.4500122070312,682.7999877929688,5339116,0.0,0
2021-07-27,682.7999877929688,686.2999877929688,660.3499755859375,663.2000122070312,7133113,0.0,0
2021-07-28,668.4000244140625,676.75,654.2000122070312,665.4000244140625,11132158,0.0,0
2021-07-29,671.0,671.0,657.9500122070312,659.6500244140625,4572153,0.0,0
2021-07-30,661.25,687.7999877929688,659.5,674.5,13440904,0.0,0
2021-08-02,682.0,695.0,678.0,692.0,8925708,0.0,0
2021-08-03,698.0,714.9500122070312,695.25,705.0499877929688,18429941,0.0,0
2021-08-04,718.0,718.0,692.0,694.7000122070312,14045587,0.0,0
2021-08-05,695.0,700.5,684.0,693.5499877929688,5851411,0.0,0
2021-08-06,692.9500122070312,719.9000244140625,691.4500122070312,710.7000122070312,17504802,0.0,0
2021-08-09,714.0,717.0,694.0999755859375,699.9000244140625,7521213,0.0,0
2021-08-10,701.7000122070312,706.75,683.25,693.0,5937282,0.0,0
2021-08-11,693.4000244140625,705.0,684.5499877929688,699.1500244140625,6297975,0.0,0
2021-08-12,701.0,710.4000244140625,700.0,704.0499877929688,5068665,0.0,0
2021-08-13,704.4500122070312,709.5,699.0499877929688,704.1500244140625,3390071,0.0,0
2021-08-16,704.0,716.4500122070312,702.0,706.9000244140625,6385995,0.0,0
2021-08-17,705.7999877929688,714.9000244140625,686.0499877929688,692.6500244140625,7262774,0.0,0
2021-08-18,696.4500122070312,708.2999877929688,688.7000122070312,705.4000244140625,7354758,0.0,0
2021-08-20,690.0,706.4000244140625,680.7999877929688,687.2000122070312,6274741,0.0,0
2021-08-23,691.7999877929688,691.7999877929688,665.0,668.2999877929688,6636881,0.0,0
2021-08-24,673.0,702.0,668.5,695.4000244140625,7640710,0.0,0
2021-08-25,698.5,725.0,695.4000244140625,720.75,21275432,0.0,0
2021-08-26,725.0,733.0,717.7000122070312,721.7000122070312,14969643,0.0,0
2021-08-27,724.0,731.9500122070312,722.25,727.0,6751256,0.0,0
2021-08-30,730.5999755859375,735.4000244140625,727.0999755859375,730.0,4757858,0.0,0
2021-08-31,732.2999877929688,754.0,728.0999755859375,748.2999877929688,15419587,0.0,0
2021-09-01,750.0499877929688,751.8499755859375,737.5999755859375,744.75,5320381,0.0,0
2021-09-02,745.0,760.6500244140625,744.0,753.8499755859375,5788915,0.0,0
2021-09-03,755.9500122070312,762.0,745.2999877929688,754.9000244140625,4491254,0.0,0
2021-09-06,758.4000244140625,765.0,747.25,751.2000122070312,5260360,0.0,0
2021-09-07,753.9000244140625,755.1500244140625,741.6500244140625,745.5,3515903,0.0,0
2021-09-08,748.7999877929688,753.0,738.25,746.8499755859375,4036193,0.0,0
2021-09-09,745.0999755859375,751.0,742.0,749.7000122070312,2829060,0.0,0
2021-09-13,748.0,752.6500244140625,740.5,745.0999755859375,2514604,0.0,0
2021-09-14,747.7999877929688,762.75,745.4500122070312,755.4000244140625,5615411,0.0,0
2021-09-15,758.5499877929688,769.7999877929688,753.5999755859375,765.9500122070312,7039338,0.0,0
2021-09-16,769.0,772.75,760.0,769.6500244140625,4625316,0.0,0
2021-09-17,773.2999877929688,786.0,760.0,767.0999755859375,9701785,0.0,0
2021-09-20,759.7999877929688,776.0,746.0999755859375,748.9000244140625,5570433,0.0,0
2021-09-21,754.0,758.7999877929688,734.0499877929688,749.5999755859375,7766479,0.0,0
2021-09-22,750.0,759.5999755859375,742.0,745.2999877929688,4343365,0.0,0
2021-09-23,754.4000244140625,760.0,750.5499877929688,754.5,3526253,0.0,0
2021-09-24,756.0,764.9000244140625,743.0,744.7999877929688,4445517,0.0,0
2021-09-27,749.7000122070312,753.7999877929688,736.4000244140625,750.25,3803939,0.0,0
2021-09-28,754.0,756.9000244140625,733.0,738.7000122070312,3748173,0.0,0
2021-09-29,737.6500244140625,747.8499755859375,736.0,742.0,2734053,0.0,0
2021-09-30,745.7999877929688,756.5,736.0,737.9000244140625,4356469,0.0,0
2021-10-01,735.8499755859375,738.25,722.0,734.9500122070312,4008108,0.0,0
2021-10-04,738.8499755859375,747.5,736.0499877929688,744.2000122070312,3414151,0.0,0
2021-10-05,744.1500244140625,753.7999877929688,742.0,743.9500122070312,3270764,0.0,0
2021-10-06,747.7000122070312,749.0,721.8499755859375,724.0,3615568,0.0,0
2021-10-07,730.0,738.7999877929688,726.5499877929688,736.1500244140625,3237419,0.0,0
2021-10-08,739.7000122070312,747.0,733.5,739.9000244140625,2878232,0.0,0
2021-10-11,743.9000244140625,746.0,736.5,737.4500122070312,2118247,0.0,0
2021-10-12,737.6500244140625,740.9500122070312,728.8499755859375,736.9000244140625,2152513,0.0,0
2021-10-13,740.5999755859375,764.5999755859375,739.0999755859375,759.0,9083125,0.0,0
2021-10-14,766.0999755859375,817.7000122070312,764.25,812.7999877929688,19754735,0.0,0
2021-10-18,820.9000244140625,829.9000244140625,807.0,810.5499877929688,8883845,0.0,0
2021-10-19,815.0,820.0,785.0,792.25,5543852,0.0,0
2021-10-20,792.0,802.9000244140625,777.5,794.9000244140625,5467049,0.0,0
2021-10-21,799.0,802.9000244140625,775.2999877929688,779.3499755859375,4607499,0.0,0
2021-10-22,780.2999877929688,787.2999877929688,753.9000244140625,761.7999877929688,3860760,0.0,0
2021-10-25,765.0,765.5499877929688,738.5499877929688,752.0499877929688,2973109,0.0,0
2021-10-26,752.0,758.5499877929688,740.0499877929688,749.9000244140625,3093933,0.0,0
2021-10-27,753.6500244140625,756.5499877929688,743.6500244140625,745.8499755859375,3246881,0.0,0
2021-10-28,724.3499755859375,734.5,681.1500244140625,688.0999755859375,18160551,0.0,0
2021-10-29,697.0,709.5999755859375,687.0,693.0,7612968,0.0,0
2021-11-01,705.0,707.0,690.0,704.4000244140625,3233662,0.0,0
2021-11-02,707.0,715.0,700.6500244140625,702.3499755859375,3028354,0.0,0
2021-11-03,702.0,719.7999877929688,702.0,709.2000122070312,3036191,0.0,0
2021-11-04,713.0,716.4500122070312,713.0,713.7000122070312,453287,0.0,0
2021-11-08,717.0,735.0999755859375,709.0999755859375,730.4500122070312,3227351,0.0,0
2021-11-09,731.0,744.5,727.7999877929688,737.3499755859375,3456614,0.0,0
2021-11-10,736.4000244140625,745.0499877929688,730.0999755859375,737.9000244140625,2751881,0.0,0
2021-11-11,734.9500122070312,741.5499877929688,728.5,735.0999755859375,2325810,0.0,0
2021-11-12,737.7000122070312,755.5,734.25,750.2999877929688,4585484,0.0,0
2021-11-15,753.9000244140625,756.5,740.5499877929688,749.7999877929688,2434426,0.0,0
2021-11-16,752.7000122070312,761.7000122070312,743.4500122070312,746.4500122070312,3378779,0.0,0
2021-11-17,744.4000244140625,745.0,733.0,735.5499877929688,2444025,0.0,0
2021-11-18,739.4500122070312,741.2999877929688,716.1500244140625,726.0499877929688,2202581,0.0,0
2021-11-22,725.0,733.4000244140625,704.0,715.0,3557560,0.0,0
2021-11-23,714.0,733.5999755859375,705.2000122070312,729.25,3487221,0.0,0
2021-11-24,735.6500244140625,772.3499755859375,732.0,763.0499877929688,11647665,0.0,0
2021-11-25,764.7999877929688,774.2999877929688,755.5,762.4500122070312,6140941,0.0,0
2021-11-26,750.0,766.0,713.25,717.1500244140625,7219931,0.0,0
2021-11-29,707.0,715.0,682.6500244140625,702.5999755859375,5930351,0.0,0
2021-11-30,704.0,712.6500244140625,679.7000122070312,683.8499755859375,6190734,0.0,0
2021-12-01,695.0,711.0499877929688,682.75,707.9500122070312,5582125,0.0,0
2021-12-02,710.0,742.2999877929688,702.2999877929688,739.0999755859375,8478638,0.0,0
2021-12-03,739.0,746.5,734.0,737.4500122070312,5578503,0.0,0
2021-12-06,739.0,744.5,721.5,723.4500122070312,3537411,0.0,0
2021-12-07,729.0,749.9500122070312,725.7999877929688,744.7000122070312,3993342,0.0,0
2021-12-08,751.2000122070312,764.4000244140625,748.2000122070312,761.4000244140625,4621331,0.0,0
2021-12-09,766.7000122070312,775.7999877929688,760.0,769.75,4687479,0.0,0
2021-12-10,768.8499755859375,794.9500122070312,763.0,767.7000122070312,10049545,0.0,0
2021-12-13,775.0,778.7999877929688,750.0999755859375,758.4500122070312,4985928,0.0,0
2021-12-14,755.9000244140625,766.0,750.5,763.7000122070312,2919015,0.0,0
2021-12-15,763.7000122070312,766.6500244140625,742.9500122070312,745.5,4673906,0.0,0
2021-12-16,752.0,756.4500122070312,739.3499755859375,745.1500244140625,3303620,0.0,0
2021-12-17,744.5,744.5,721.2000122070312,723.9500122070312,4973404,0.0,0
2021-12-20,717.0,717.0,685.5,701.7000122070312,4559002,0.0,0
2021-12-21,710.0,728.0,701.7000122070312,725.5999755859375,6943546,0.0,0
2021-12-22,727.0,729.9000244140625,717.25,722.8499755859375,3626585,0.0,0
2021-12-23,732.7999877929688,747.5,728.8499755859375,731.2999877929688,6641505,0.0,0
2021-12-24,732.5,734.9000244140625,713.4000244140625,722.4000244140625,3946754,0.0,0
2021-12-27,717.0,726.4000244140625,713.0,723.2000122070312,2663285,0.0,0
2021-12-28,727.0999755859375,738.9000244140625,725.2000122070312,729.25,3604123,0.0,0
2021-12-29,729.0,734.2000122070312,720.0999755859375,722.75,2396416,0.0,0
2021-12-30,722.9000244140625,726.0,716.4500122070312,724.25,3654532,0.0,0
2021-12-31,725.0,735.0,725.0,730.2999877929688,2538092,0.0,0
2022-01-03,732.0,738.6500244140625,730.5,736.5999755859375,2377227,0.0,0
2022-01-04,743.0,747.0,732.6500244140625,739.25,4068551,0.0,0
2022-01-05,739.0,746.7999877929688,734.0499877929688,742.5499877929688,1500911,0.0,0
