Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-05,495.42914996005317,500.9901968583851,488.5771592751744,495.975341796875,5135408,0.0,0
2021-01-06,498.30896499720313,501.437074689655,486.0945482261903,493.34375,5203982,0.0,0
2021-01-07,496.62080516492875,517.2761175319735,496.0249733101095,510.2751159667969,10295126,0.0,0
2021-01-08,516.3823884414289,523.6812306492224,510.92065164060614,513.4032592773438,7272250,0.0,0
2021-01-11,516.829241898306,518.8649679278777,500.493672412728,504.81341552734375,7156036,0.0,0
2021-01-12,503.4728045251375,517.0278658142591,499.05375102208995,507.6932373046875,6751375,0.0,0
2021-01-13,512.3109221211944,536.24323483925,511.0199176970412,532.9165649414062,11045555,0.0,0
2021-01-14,534.2075205885401,538.6762143111889,526.4120962838189,533.2144775390625,6066782,0.0,0
2021-01-15,533.0654444542625,537.2362369743211,520.3545067921335,524.2770385742188,5427713,0.0,0
2021-01-18,527.3058322495795,528.5967760256353,500.29505056591216,511.9136657714844,6258367,0.0,0
2021-01-19,512.4102117042476,531.2780295770784,512.4102117042476,529.0933227539062,6694907,0.0,0
2021-01-20,525.3197570350505,558.5866981705406,525.3197570350505,554.7138061523438,14440729,0.0,0
2021-01-21,557.9411890619733,557.9411890619733,538.8748118220418,543.8400268554688,8870257,0.0,0
2021-01-22,545.6771505011023,553.6214948214096,528.0009965105262,532.0724487304688,6843849,0.0,0
2021-01-25,539.2223778778252,543.6414315865927,518.3684737610032,520.0070190429688,5816153,0.0,0
2021-01-27,524.5749852543948,532.2710688052166,508.93455739304756,515.2403564453125,8920054,0.0,0
2021-01-28,512.1122766617257,524.277053160873,503.5224306446449,515.4885864257812,5707393,0.0,0
2021-01-29,523.8798152772532,529.3911917288674,503.5721043914779,506.1540222167969,6781488,0.0,0
2021-02-01,510.72203390003074,541.6553494792444,496.6208406238993,538.97412109375,10259084,0.0,0
2021-02-02,544.8827125333409,550.9898906877579,536.243226211165,546.9680786132812,7160471,0.0,0
2021-02-03,545.7267774416108,558.3880758984161,538.2293147912567,556.203369140625,7462289,0.0,0
2021-02-04,554.0187269658626,569.4108938276398,550.19547495968,564.4456787109375,6850462,0.0,0
2021-02-05,567.0275493063825,569.9570382594068,557.7426215610784,563.0057373046875,5586868,0.0,0
2021-02-08,568.1695819618925,589.8675474688473,567.1268383137972,578.0006713867188,8887710,0.0,0
2021-02-09,585.5478101610604,585.6967302398989,569.212241219939,577.9013671875,10917915,0.0,0
2021-02-10,580.6819172827319,582.9162641213571,546.6701931836577,572.8368530273438,19987392,0.0,0
2021-02-11,572.8368377174291,589.5696488502472,572.2906761824696,587.7324829101562,10595917,0.0,0
2021-02-12,588.1793694371185,617.3252184807375,582.0224905824987,612.310302734375,24953701,0.0,0
2021-02-15,613.6509420587063,635.4482483180549,606.550660270926,623.3827514648438,15146033,0.0,0
2021-02-16,625.4184806244846,639.0231820934134,623.6806553429562,632.1215209960938,15120148,0.0,0
2021-02-17,653.4222739274567,665.3387895613921,642.3995212102795,651.1879272460938,34868085,0.0,0
2021-02-18,656.2027861107645,665.3387936077839,644.5345311482399,659.43017578125,13189027,0.0,0
2021-02-19,660.3239679772979,671.9425834282355,624.2765184894444,648.95361328125,17553743,0.0,0
2021-02-22,654.2167206237078,673.7796799757671,644.4849112811685,669.1123657226562,16739107,0.0,0
2021-02-23,675.2692443294467,677.9504725687442,654.6636019473349,657.3944702148438,11247164,0.0,0
2021-02-24,662.0617690647408,666.3318417706728,648.8543095094259,660.5722045898438,3919187,0.0,0
2021-02-25,664.7429834536106,706.4010872490721,662.5086367876095,699.400146484375,18596690,0.0,0
2021-02-26,692.2502788997593,698.5561385697171,663.352750681645,671.1978149414062,19909990,0.0,0
2021-03-01,679.8372233020035,699.7477842258711,668.6158493632396,688.0795288085938,11600468,0.0,0
2021-03-02,692.7467786487423,719.6582805517594,691.1579340789817,715.4874877929688,11486477,0.0,0
2021-03-03,726.9074665688565,749.6978152452738,718.3673211238731,724.7723999023438,19961472,0.0,0
2021-03-04,728.1487724304905,760.3730295786722,710.8698001599686,747.2152099609375,30607959,0.0,0
2021-03-05,747.215213469664,755.705718952078,725.417907614314,743.7395629882812,17665200,0.0,0
2021-03-08,757.3939234740097,762.4584186317813,739.0226276040606,743.1934204101562,15286852,0.0,0
2021-03-09,750.2936328925463,754.1168848412992,733.511242416504,745.5270385742188,8548163,0.0,0
2021-03-10,752.2300470675364,753.8188915696046,737.8309240543624,740.16455078125,5235249,0.0,0
2021-03-12,743.7892119956311,746.8676210720934,717.970093822218,723.0842895507812,10961076,0.0,0
2021-03-15,722.736672507228,722.736672507228,701.1379875791049,714.0475463867188,13403522,0.0,0
2021-03-16,726.3116777009898,730.5817504980298,709.2809659304103,712.359375,14979009,0.0,0
2021-03-17,710.0257535990567,711.9621995946158,679.042799501718,683.4618530273438,8151544,0.0,0
2021-03-18,690.1648775354531,700.5918289226794,670.7012591901778,674.9216918945312,10925357,0.0,0
2021-03-19,672.687362604443,686.6892448717127,652.5285409115377,681.4757690429688,10373422,0.0,0
2021-03-22,681.227479600697,721.1974592711462,676.2622647348028,716.8777465820312,22864950,0.0,0
2021-03-23,725.1696811461568,749.7474964263587,722.0415713208254,733.4119262695312,30612174,0.0,0
2021-03-24,735.8448774418165,745.278786126968,692.7964867911553,701.9324340820312,21213413,0.0,0
2021-03-25,706.0535815509501,707.3941653729719,678.3973579102219,683.4618530273438,16860086,0.0,0
2021-03-26,693.1440194444355,705.7556777656031,687.7815629581011,698.1588745117188,12350673,0.0,0
2021-03-30,698.1588669750246,713.0048719034783,692.4488697418143,705.606689453125,9109273,0.0,0
2021-03-31,700.0953152912352,714.8916802416043,693.7398158443775,697.513427734375,7752226,0.0,0
2021-04-01,708.5362007905348,736.8379271010186,700.0953350488115,731.1279296875,15017049,0.0,0
2021-04-05,726.6592299299796,739.817049945794,710.02575934395,737.086181640625,15622924,0.0,0
2021-04-06,750.7405025884152,846.7677721183259,737.8309436814716,829.737060546875,64555516,0.0,0
2021-04-07,851.037854007652,878.8430581059183,789.4691877900622,809.081787109375,97717880,0.0,0
2021-04-08,812.3091989102369,832.1700595192892,800.3926825448056,817.2744140625,34025873,0.0,0
2021-04-09,819.012201899649,831.1769784662093,811.365758792847,817.8701782226562,21804785,0.0,0
2021-04-12,804.2655371403232,804.2655371403232,729.8865933802206,739.469482421875,28112240,0.0,0
2021-04-13,744.7822266757493,750.49222374693,696.4706619945025,725.9640502929688,52812517,0.0,0
2021-04-15,730.7803983193331,749.2509746428545,719.9562049252082,745.1298217773438,26108614,0.0,0
2021-04-16,745.6760448037315,789.3202380300318,737.830980524332,750.2440185546875,41791181,0.0,0
2021-04-19,710.0257690349131,725.8151775136104,702.5283062532252,715.9343872070312,22935238,0.0,0
2021-04-20,739.5191597936346,740.7108235569475,705.0605543799977,715.4378662109375,21315167,0.0,0
2021-04-22,684.7031494157692,739.7177559335634,684.7031494157692,732.6671142578125,26840536,0.0,0
2021-04-23,731.3265245293213,741.7038359312916,715.090235222736,720.3037109375,18435449,0.0,0
2021-04-26,727.9005455620029,734.5043059971963,723.8290933576444,725.6661987304688,9390549,0.0,0
2021-04-27,729.8865890005226,752.2300560107426,722.2897859728344,743.9381713867188,20573107,0.0,0
2021-04-28,749.7474759867043,754.712691059464,735.9441538402183,741.058349609375,11156977,0.0,0
2021-04-29,747.9600101670205,760.5219679261215,738.2282007532273,741.5548706054688,13851910,0.0,0
2021-04-30,733.8587550065257,754.1664958700172,719.4596319380621,724.9710083007812,12600934,0.0,0
2021-05-03,722.5877649759528,758.6848538707463,708.7844429977031,756.1029663085938,25953577,0.0,0
2021-05-04,774.4245473187628,776.5596139799288,754.7623083452141,763.4017944335938,31400296,0.0,0
2021-05-05,766.6292093875563,769.4097177140051,727.6026309281466,732.9650268554688,29426971,0.0,0
2021-05-06,739.817032944896,748.4565191430038,730.4824045266124,735.646240234375,11926793,0.0,0
2021-05-07,742.4982526957824,772.587443047104,740.0652852581675,762.4087524414062,20782117,0.0,0
2021-05-10,769.0125025904679,774.0769975089172,757.1456269401617,760.124755859375,9201326,0.0,0
2021-05-11,745.7753236467786,784.2061014481541,745.1298214260386,757.3442993164062,12978165,0.0,0
2021-05-12,757.6918081819919,767.4236174493784,742.4982624205019,746.37109375,10615003,0.0,0
2021-05-14,752.6272878514419,753.3720700756212,722.4387574538317,728.4466552734375,10876267,0.0,0
2021-05-17,734.8518408427805,754.7127014060989,731.8727117582827,748.9530639648438,12271212,0.0,0
2021-05-18,759.6778824301982,774.5735271837316,751.8328186157905,770.5020751953125,9877934,0.0,0
2021-05-19,778.5457026399522,786.3907664898489,763.9479585933462,767.0264282226562,15666729,0.0,0
2021-05-20,771.0978992890446,774.0770283268644,755.755372622165,760.373046875,6964023,0.0,0
2021-05-21,766.6292021478471,769.8565919237285,761.3164462994562,763.8486938476562,5274817,0.0,0
2021-05-24,764.3452117553625,774.4742625110399,741.4058820130143,761.2171020507812,8354397,0.0,0
2021-05-25,767.6222627649756,771.2965341008351,753.7196603345621,758.6848754882812,4730725,0.0,0
2021-05-26,762.5080233776974,764.54380996292,751.7335313535018,753.0244750976562,7375242,0.0,0
2021-05-27,753.0245068300637,759.6779071586584,744.2361003836189,746.1725463867188,7909776,0.0,0
2021-05-28,749.7474820393943,779.4394926584139,748.7544390168256,770.7503662109375,13623565,0.0,0
2021-05-31,774.5238994647929,774.5238994647929,756.4008647266635,764.1962280273438,7820165,0.0,0
2021-06-01,767.7214966812027,796.2218420726915,758.9827306579934,792.6469116210938,17847137,0.0,0
2021-06-02,797.3638648461925,818.2674072416052,797.3638648461925,805.8543701171875,27748928,0.0,0
2021-06-03,813.1532708999291,843.093542867898,805.0600064719365,819.5584106445312,24105079,0.0,0
2021-06-04,825.0201201035342,836.0925739027747,817.2743967521699,828.0488891601562,14457348,0.0,0
2021-06-07,831.5742260320312,892.5470293955555,829.8364007954314,872.487548828125,33684310,0.0,0
2021-06-08,877.2542330552417,881.6235860015399,853.1729396845518,868.1182250976562,16422574,0.0,0
2021-06-09,873.1330778342154,894.7317635810385,825.5166527668133,846.66845703125,31225441,0.0,0
2021-06-10,852.5770876134105,857.9395442594328,837.4331812934913,840.8591918945312,11744190,0.0,0
2021-06-11,846.072613338233,850.4420266654137,814.990380392867,833.9078369140625,17460610,0.0,0
2021-06-14,750.5418640308161,778.2477871168743,676.36154210635,763.1038818359375,89771631,0.0,0
2021-06-15,797.3142693702545,797.3142693702545,749.7474842074482,756.5498046875,45408426,0.0,0
2021-06-16,749.7474736308179,749.7474736308179,692.9454012548264,701.7835083007812,29440056,0.0,0
2021-06-17,678.2483639201005,699.7477689532896,633.908970057977,642.3995361328125,70812142,0.0,0
2021-06-18,638.7252941531493,699.6981003190192,633.6607382931109,689.5194091796875,76266975,0.0,0
2021-06-21,687.1857344794913,739.4694710363419,680.3337137498613,725.9640502929688,51759617,0.0,0
2021-06-22,734.8518404288515,756.351246220748,732.8657543736383,737.731689453125,35597113,0.0,0
2021-06-23,743.789202815651,751.7335467709584,710.5222625028015,713.7000122070312,31168761,0.0,0
2021-06-24,724.0,725.0,701.7000122070312,709.9000244140625,21503302,5.0,0
2021-06-25,715.0,719.0,706.5,712.2000122070312,12085421,0.0,0
2021-06-28,719.0,729.9500122070312,713.0,716.25,14139292,0.0,0
2021-06-29,717.5,723.0,709.0,711.0,9303151,0.0,0
2021-06-30,717.5999755859375,717.5999755859375,702.0999755859375,703.7000122070312,9100756,0.0,0
2021-07-01,706.0,711.8499755859375,700.0,703.0999755859375,8035542,0.0,0
2021-07-02,705.0,724.2999877929688,705.0,710.4000244140625,17676086,0.0,0
2021-07-05,717.0,721.0,703.0,710.0499877929688,11105134,0.0,0
2021-07-06,712.0,731.9500122070312,707.0999755859375,712.7000122070312,14580124,0.0,0
2021-07-07,716.9000244140625,723.0,706.0,720.0999755859375,8719991,0.0,0
2021-07-08,724.0,728.0,709.0999755859375,711.7000122070312,7804439,0.0,0
2021-07-09,712.5,737.0,708.3499755859375,728.5,14924156,0.0,0
2021-07-12,734.4000244140625,735.6500244140625,715.0499877929688,718.0499877929688,8664504,0.0,0
2021-07-13,720.0,720.9000244140625,702.0,704.0,12287372,0.0,0
2021-07-14,709.4000244140625,711.5,695.3499755859375,697.25,13812481,0.0,0
2021-07-15,699.7000122070312,706.4000244140625,695.5,699.0999755859375,7490612,0.0,0
2021-07-16,699.7000122070312,702.9000244140625,685.25,687.5999755859375,6941246,0.0,0
2021-07-19,686.0,693.0,661.4000244140625,673.7000122070312,13618862,0.0,0
2021-07-20,661.0,680.8499755859375,660.0,672.5999755859375,11533588,0.0,0
